,Player,Salary,Team,League,Position,Salary_mean,Salary_std_dev,Z_Score,Salary_pos_mean,Salary_pos_std_dev,Pos_Z_Score
833,Ryan Braun,17000000.0,MIL,MLB,1B,4226860.259259259,6381528.707480021,2.0015799232821565,6680480.630434782,8550701.470137293,1.206862314817725
834,Andrew McCutchen,17000000.0,PHI,MLB,LF,4226860.259259259,6381528.707480021,2.0015799232821565,5451128.078947368,6462230.302616302,1.7871340667597297
835,Wade Davis,17000000.0,COL,MLB,RP,4226860.259259259,6381528.707480021,2.0015799232821565,2182896.6223776224,3301738.9365441166,4.4876665485646265
836,Miles Mikolas,16750000.0,STL,MLB,SP,4226860.259259259,6381528.707480021,1.9624043571349785,7016107.1734104045,8631382.118400812,1.1277328118562142
837,Khris Davis,16750000.0,OAK,MLB,DH,4226860.259259259,6381528.707480021,1.9624043571349785,10516766.666666666,10595222.345787115,0.5883060430356896
838,Dexter Fowler,16500000.0,STL,MLB,RF,4226860.259259259,6381528.707480021,1.9232287909878003,5627350.0625,7638664.517777581,1.4233705266406078
839,Ian Kennedy,16500000.0,KC,MLB,RP,4226860.259259259,6381528.707480021,1.9232287909878003,2182896.6223776224,3301738.9365441166,4.336231195979379
840,Anthony Rizzo,16500000.0,CHC,MLB,1B,4226860.259259259,6381528.707480021,1.9232287909878003,6680480.630434782,8550701.470137293,1.1483875801136527
841,Michael Brantley,16000000.0,HOU,MLB,LF,4226860.259259259,6381528.707480021,1.844877658693444,5451128.078947368,6462230.302616302,1.63238873068046
842,Craig Kimbrel,16000000.0,CHC,MLB,RP,4226860.259259259,6381528.707480021,1.844877658693444,2182896.6223776224,3301738.9365441166,4.184795843394131
843,Nick Castellanos,16000000.0,CIN,MLB,RF,4226860.259259259,6381528.707480021,1.844877658693444,5627350.0625,7638664.517777581,1.3579140585843996
844,Yusei Kikuchi,15500000.0,SEA,MLB,SP,4226860.259259259,6381528.707480021,1.7665265263990877,7016107.1734104045,8631382.118400812,0.9829124362949021
845,Danny Duffy,15250000.0,KC,MLB,SP,4226860.259259259,6381528.707480021,1.7273509602519095,7016107.1734104045,8631382.118400812,0.9539483611826397
846,Elvis Andrus,15250000.0,TEX,MLB,SS,4226860.259259259,6381528.707480021,1.7273509602519095,3733500.892307692,4854400.132158347,2.372383568342538
847,Brandon Crawford,15200000.0,SF,MLB,SS,4226860.259259259,6381528.707480021,1.7195158470224738,3733500.892307692,4854400.132158347,2.3620836345425262
848,A.J. Pollock,15000000.0,LAD,MLB,LF,4226860.259259259,6381528.707480021,1.6881753941047313,5451128.078947368,6462230.302616302,1.4776433946011904
849,Charlie Morton,15000000.0,TB,MLB,SP,4226860.259259259,6381528.707480021,1.6881753941047313,7016107.1734104045,8631382.118400812,0.9249842860703772
850,Lorenzo Cain,15000000.0,MIL,MLB,CF,4226860.259259259,6381528.707480021,1.6881753941047313,4866994.173076923,6739957.656463509,1.5034227725756837
851,Mike Leake,15000000.0,ARI,MLB,SP,4226860.259259259,6381528.707480021,1.6881753941047313,7016107.1734104045,8631382.118400812,0.9249842860703772
852,Evan Longoria,15000000.0,SF,MLB,3B,4226860.259259259,6381528.707480021,1.6881753941047313,5839399.038461538,8708222.599248322,1.0519484150909497
853,Andrelton Simmons,15000000.0,LAA,MLB,SS,4226860.259259259,6381528.707480021,1.6881753941047313,3733500.892307692,4854400.132158347,2.3208838993424785
854,Ian Desmond,15000000.0,COL,MLB,CF,4226860.259259259,6381528.707480021,1.6881753941047313,4866994.173076923,6739957.656463509,1.5034227725756837
855,Jean Segura,14850000.0,PHI,MLB,2B,4226860.259259259,6381528.707480021,1.6646700544164243,3675117.7647058824,5495639.424775663,2.0334089214286992
856,Salvador Perez,14200000.0,KC,MLB,C,4226860.259259259,6381528.707480021,1.5628135824337612,3088024.052631579,4349114.735536663,2.5549971943881697
857,Alex Cobb,14000000.0,BAL,MLB,SP,4226860.259259259,6381528.707480021,1.5314731295160187,7016107.1734104045,8631382.118400812,0.8091279856213275
858,Jay Bruce,14000000.0,PHI,MLB,RF,4226860.259259259,6381528.707480021,1.5314731295160187,5627350.0625,7638664.517777581,1.0960881863595664
859,Didi Gregorius,14000000.0,PHI,MLB,SS,4226860.259259259,6381528.707480021,1.5314731295160187,3733500.892307692,4854400.132158347,2.1148852233422404
860,Dee Gordon,13800000.0,SEA,MLB,2B,4226860.259259259,6381528.707480021,1.500132676598276,3675117.7647058824,5495639.424775663,1.8423483516128654
861,Dustin Pedroia,13125000.0,BOS,MLB,2B,4226860.259259259,6381528.707480021,1.394358648000895,3675117.7647058824,5495639.424775663,1.7195236995884007
862,Randal Grichuk,13000000.0,TOR,MLB,CF,4226860.259259259,6381528.707480021,1.3747708649273058,4866994.173076923,6739957.656463509,1.2066850032987457
863,Josh Reddick,13000000.0,HOU,MLB,RF,4226860.259259259,6381528.707480021,1.3747708649273058,5627350.0625,7638664.517777581,0.9651752502471498
864,Will Smith,13000000.0,ATL,MLB,RP,4226860.259259259,6381528.707480021,1.3747708649273058,2182896.6223776224,3301738.9365441166,3.276183727882643
865,Zack Britton,13000000.0,NYY,MLB,RP,4226860.259259259,6381528.707480021,1.3747708649273058,2182896.6223776224,3301738.9365441166,3.276183727882643
866,Marcus Semien,13000000.0,OAK,MLB,SS,4226860.259259259,6381528.707480021,1.3747708649273058,3733500.892307692,4854400.132158347,1.9088865473420025
867,Tyler Chatwood,13000000.0,CHC,MLB,SP,4226860.259259259,6381528.707480021,1.3747708649273058,7016107.1734104045,8631382.118400812,0.6932716851722778
868,Alex Bregman,12666666.0,HOU,MLB,3B,4226860.259259259,6381528.707480021,1.322536672262892,5839399.038461538,8708222.599248322,0.7840023476349559
869,Jose Abreu,12666666.0,CHW,MLB,1B,4226860.259259259,6381528.707480021,1.322536672262892,6680480.630434782,8550701.470137293,0.7000812027494514
870,James Paxton,12500000.0,NYY,MLB,SP,4226860.259259259,6381528.707480021,1.2964197326329496,7016107.1734104045,8631382.118400812,0.6353435349477529
871,Christian Yelich,12500000.0,MIL,MLB,LF,4226860.259259259,6381528.707480021,1.2964197326329496,5451128.078947368,6462230.302616302,1.0907800544030166
872,Tanner Roark,12000000.0,TOR,MLB,SP,4226860.259259259,6381528.707480021,1.2180686003385932,7016107.1734104045,8631382.118400812,0.577415384723228
873,Marcus Stroman,12000000.0,NYM,MLB,SP,4226860.259259259,6381528.707480021,1.2180686003385932,7016107.1734104045,8631382.118400812,0.577415384723228
874,D.J. LeMahieu,12000000.0,NYY,MLB,2B,4226860.259259259,6381528.707480021,1.2180686003385932,3675117.7647058824,5495639.424775663,1.5148159462142927
875,Edwin Encarnacion,12000000.0,CHW,MLB,DH,4226860.259259259,6381528.707480021,1.2180686003385932,10516766.666666666,10595222.345787115,0.13999076988913772
876,Nelson Cruz,12000000.0,MIN,MLB,DH,4226860.259259259,6381528.707480021,1.2180686003385932,10516766.666666666,10595222.345787115,0.13999076988913772
877,Kyle Hendricks,12000000.0,CHC,MLB,SP,4226860.259259259,6381528.707480021,1.2180686003385932,7016107.1734104045,8631382.118400812,0.577415384723228
878,Mike Moustakas,12000000.0,CIN,MLB,2B,4226860.259259259,6381528.707480021,1.2180686003385932,3675117.7647058824,5495639.424775663,1.5148159462142927
879,Carlos Martinez,11700000.0,STL,MLB,SP,4226860.259259259,6381528.707480021,1.1710579209619794,7016107.1734104045,8631382.118400812,0.542658494588513
880,Jeurys Familia,11666666.0,NYM,MLB,RP,4226860.259259259,6381528.707480021,1.1658344076741793,2182896.6223776224,3301738.9365441166,2.872355919074845
881,Cody Bellinger,11500000.0,LAD,MLB,CF,4226860.259259259,6381528.707480021,1.1397174680442368,4866994.173076923,6739957.656463509,0.9841316763410424
882,Jed Lowrie,11500000.0,NYM,MLB,2B,4226860.259259259,6381528.707480021,1.1397174680442368,3675117.7647058824,5495639.424775663,1.4238347224924672
883,Andrew Miller,11500000.0,STL,MLB,RP,4226860.259259259,6381528.707480021,1.1397174680442368,2182896.6223776224,3301738.9365441166,2.821877670126899
884,Starling Marte,11500000.0,ARI,MLB,CF,4226860.259259259,6381528.707480021,1.1397174680442368,4866994.173076923,6739957.656463509,0.9841316763410424
885,Lance Lynn,11333333.0,TEX,MLB,SP,4226860.259259259,6381528.707480021,1.11360037171203,7016107.1734104045,8631382.118400812,0.5001778124717613
886,Jackie Bradley Jr.,11000000.0,BOS,MLB,CF,4226860.259259259,6381528.707480021,1.0613663357498806,4866994.173076923,6739957.656463509,0.9099472340218079
887,Kyle Gibson,11000000.0,TEX,MLB,SP,4226860.259259259,6381528.707480021,1.0613663357498806,7016107.1734104045,8631382.118400812,0.46155908427417824
888,David Robertson,11000000.0,PHI,MLB,RP,4226860.259259259,6381528.707480021,1.0613663357498806,2182896.6223776224,3301738.9365441166,2.670442317541651
889,Aaron Hicks,10785714.0,NYY,MLB,CF,4226860.259259259,6381528.707480021,1.0277872342802237,4866994.173076923,6739957.656463509,0.8781538592081689
890,Alex Colome,10532500.0,CHW,MLB,RP,4226860.259259259,6381528.707480021,0.9881080270546573,2182896.6223776224,3301738.9365441166,2.5288502628744443
891,Luis Severino,10500000.0,NYY,MLB,SP,4226860.259259259,6381528.707480021,0.9830152034555242,7016107.1734104045,8631382.118400812,0.40363093404965333
892,Jose Quintana,10500000.0,CHC,MLB,SP,4226860.259259259,6381528.707480021,0.9830152034555242,7016107.1734104045,8631382.118400812,0.40363093404965333
893,Wilson Ramos,10250000.0,NYM,MLB,C,4226860.259259259,6381528.707480021,0.943839637308346,3088024.052631579,4349114.735536663,1.646766384167297
894,Kolten Wong,10250000.0,STL,MLB,2B,4226860.259259259,6381528.707480021,0.943839637308346,3675117.7647058824,5495639.424775663,1.196381663187903
895,Carlos Carrasco,10250000.0,CLE,MLB,SP,4226860.259259259,6381528.707480021,0.943839637308346,7016107.1734104045,8631382.118400812,0.37466685893739093
896,Kevin Kiermaier,10166666.0,TB,MLB,CF,4226860.259259259,6381528.707480021,0.9307810107911102,4866994.173076923,6739957.656463509,0.7863063979104941
897,Sonny Gray,10166666.0,CIN,MLB,SP,4226860.259259259,6381528.707480021,0.9307810107911102,7016107.1734104045,8631382.118400812,0.3650120899957698
898,Blake Treinen,10000000.0,LAD,MLB,RP,4226860.259259259,6381528.707480021,0.9046640711611678,2182896.6223776224,3301738.9365441166,2.367571612371155
899,Roberto Osuna,10000000.0,HOU,MLB,RP,4226860.259259259,6381528.707480021,0.9046640711611678,2182896.6223776224,3301738.9365441166,2.367571612371155
900,Rick Porcello,10000000.0,NYM,MLB,SP,4226860.259259259,6381528.707480021,0.9046640711611678,7016107.1734104045,8631382.118400812,0.3457027838251285
901,Brett Gardner,10000000.0,NYY,MLB,CF,4226860.259259259,6381528.707480021,0.9046640711611678,4866994.173076923,6739957.656463509,0.7615783493833389
902,Michael Pineda,10000000.0,MIN,MLB,SP,4226860.259259259,6381528.707480021,0.9046640711611678,7016107.1734104045,8631382.118400812,0.3457027838251285
903,Javier Baez,10000000.0,CHC,MLB,SS,4226860.259259259,6381528.707480021,0.9046640711611678,3733500.892307692,4854400.132158347,1.2908905193412883
904,J.T. Realmuto,10000000.0,PHI,MLB,C,4226860.259259259,6381528.707480021,0.9046640711611678,3088024.052631579,4349114.735536663,1.58928342149509
905,Mike Minor,9833334.0,TEX,MLB,SP,4226860.259259259,6381528.707480021,0.8785471315312254,7016107.1734104045,8631382.118400812,0.3263934776544872
906,Noah Syndergaard,9700000.0,NYM,MLB,SP,4226860.259259259,6381528.707480021,0.857653391784554,7016107.1734104045,8631382.118400812,0.31094589369041353
907,Ken Giles,9600000.0,TOR,MLB,RP,4226860.259259259,6381528.707480021,0.8419831653256827,2182896.6223776224,3301738.9365441166,2.2464233303029566
908,Eugenio Suarez,9535714.0,CIN,MLB,3B,4226860.259259259,6381528.707480021,0.8319094035443327,5839399.038461538,8708222.599248322,0.4244626178776736
909,Adam Eaton,9500000.0,WSH,MLB,RF,4226860.259259259,6381528.707480021,0.8263129388668115,5627350.0625,7638664.517777581,0.5069799738536916
910,Robbie Ray,9430000.0,ARI,MLB,SP,4226860.259259259,6381528.707480021,0.8153437803456015,7016107.1734104045,8631382.118400812,0.27966469256917015
911,Rougned Odor,9333333.0,TEX,MLB,2B,4226860.259259259,6381528.707480021,0.8001958425346044,3675117.7647058824,5495639.424775663,1.0295826923770734
912,Chris Archer,9000000.0,PIT,MLB,SP,4226860.259259259,6381528.707480021,0.747961806572455,7016107.1734104045,8631382.118400812,0.22984648337607874
913,Anibal Sanchez,9000000.0,WSH,MLB,SP,4226860.259259259,6381528.707480021,0.747961806572455,7016107.1734104045,8631382.118400812,0.22984648337607874
914,Adam Ottavino,9000000.0,NYY,MLB,RP,4226860.259259259,6381528.707480021,0.747961806572455,2182896.6223776224,3301738.9365441166,2.0647009072006592
915,Kevin Gausman,9000000.0,SF,MLB,SP,4226860.259259259,6381528.707480021,0.747961806572455,7016107.1734104045,8631382.118400812,0.22984648337607874
916,Julio Teheran,9000000.0,LAA,MLB,SP,4226860.259259259,6381528.707480021,0.747961806572455,7016107.1734104045,8631382.118400812,0.22984648337607874
917,Marwin Gonzalez,9000000.0,MIN,MLB,3B,4226860.259259259,6381528.707480021,0.747961806572455,5839399.038461538,8708222.599248322,0.36294443849095903
918,Raisel Iglesias,9000000.0,CIN,MLB,RP,4226860.259259259,6381528.707480021,0.747961806572455,2182896.6223776224,3301738.9365441166,2.0647009072006592
919,Trevor Story,9000000.0,COL,MLB,SS,4226860.259259259,6381528.707480021,0.747961806572455,3733500.892307692,4854400.132158347,1.0848918433410504
920,Ryan Pressly,8750000.0,HOU,MLB,RP,4226860.259259259,6381528.707480021,0.7087862404252769,2182896.6223776224,3301738.9365441166,1.988983230908035
921,Yulieski Gurriel,8700000.0,HOU,MLB,1B,4226860.259259259,6381528.707480021,0.7009511271958413,6680480.630434782,8550701.470137293,0.23618171873012328
922,Gregory Polanco,8600000.0,PIT,MLB,RF,4226860.259259259,6381528.707480021,0.68528090073697,5627350.0625,7638664.517777581,0.3891583313525167
923,Joe Kelly,8500000.0,LAD,MLB,RP,4226860.259259259,6381528.707480021,0.6696106742780987,2182896.6223776224,3301738.9365441166,1.9132655546154111
924,Chase Anderson,8500000.0,TOR,MLB,SP,4226860.259259259,6381528.707480021,0.6696106742780987,7016107.1734104045,8631382.118400812,0.17191833315155386
925,Aaron Judge,8500000.0,NYY,MLB,RF,4226860.259259259,6381528.707480021,0.6696106742780987,5627350.0625,7638664.517777581,0.37606703774127503
926,Garrett Richards,8500000.0,SD,MLB,SP,4226860.259259259,6381528.707480021,0.6696106742780987,7016107.1734104045,8631382.118400812,0.17191833315155386
927,Joakim Soria,8500000.0,OAK,MLB,RP,4226860.259259259,6381528.707480021,0.6696106742780987,2182896.6223776224,3301738.9365441166,1.9132655546154111
928,Aaron Nola,8500000.0,PHI,MLB,SP,4226860.259259259,6381528.707480021,0.6696106742780987,7016107.1734104045,8631382.118400812,0.17191833315155386
929,Spencer Torkelson,8416300.0,DET,MLB,3B,4226860.259259259,6381528.707480021,0.6564946947320235,5839399.038461538,8708222.599248322,0.29591583496738993
930,Eduardo Rodriguez,8300000.0,BOS,MLB,SP,4226860.259259259,6381528.707480021,0.6382702213603562,7016107.1734104045,8631382.118400812,0.14874707306174392
931,Jonathan Villar,8200000.0,MIA,MLB,CF,4226860.259259259,6381528.707480021,0.6225999949014849,4866994.173076923,6739957.656463509,0.49451435703409485
932,Michael Fiers,8100000.0,OAK,MLB,SP,4226860.259259259,6381528.707480021,0.6069297684426137,7016107.1734104045,8631382.118400812,0.12557581297193396
933,Daniel Murphy,8000000.0,COL,MLB,1B,4226860.259259259,6381528.707480021,0.5912595419837424,6680480.630434782,8550701.470137293,0.15431709014442194
934,Michael Conforto,8000000.0,NYM,MLB,RF,4226860.259259259,6381528.707480021,0.5912595419837424,5627350.0625,7638664.517777581,0.31061056968506673
935,Carlos Correa,8000000.0,HOU,MLB,SS,4226860.259259259,6381528.707480021,0.5912595419837424,3733500.892307692,4854400.132158347,0.8788931673408124
936,Travis d'Arnaud,8000000.0,ATL,MLB,C,4226860.259259259,6381528.707480021,0.5912595419837424,3088024.052631579,4349114.735536663,1.1294197201174327
937,Corey Dickerson,8000000.0,MIA,MLB,LF,4226860.259259259,6381528.707480021,0.5912595419837424,5451128.078947368,6462230.302616302,0.39442604204630316
938,Will Harris,8000000.0,WSH,MLB,RP,4226860.259259259,6381528.707480021,0.5912595419837424,2182896.6223776224,3301738.9365441166,1.7618302020301633
939,Jordan Lyles,8000000.0,TEX,MLB,SP,4226860.259259259,6381528.707480021,0.5912595419837424,7016107.1734104045,8631382.118400812,0.11399018292702899
940,Tommy Pham,7900000.0,SD,MLB,LF,4226860.259259259,6381528.707480021,0.5755893155248711,5451128.078947368,6462230.302616302,0.3789515084383762
941,Joc Pederson,7750000.0,LAD,MLB,LF,4226860.259259259,6381528.707480021,0.5520839758365642,5451128.078947368,6462230.302616302,0.35573970802648575
942,Eddie Rosario,7750000.0,MIN,MLB,LF,4226860.259259259,6381528.707480021,0.5520839758365642,5451128.078947368,6462230.302616302,0.35573970802648575
943,Ender Inciarte,7700000.0,ATL,MLB,CF,4226860.259259259,6381528.707480021,0.5442488626071286,4866994.173076923,6739957.656463509,0.42032991471486036
944,Corey Seager,7600000.0,LAD,MLB,SS,4226860.259259259,6381528.707480021,0.5285786361482573,3733500.892307692,4854400.132158347,0.7964936969407171
945,Blake Snell,7600000.0,TB,MLB,SP,4226860.259259259,6381528.707480021,0.5285786361482573,7016107.1734104045,8631382.118400812,0.06764766274740909
946,Dellin Betances,7500000.0,NYM,MLB,RP,4226860.259259259,6381528.707480021,0.512908409689386,2182896.6223776224,3301738.9365441166,1.6103948494449152
947,Trea Turner,7450000.0,WSH,MLB,SS,4226860.259259259,6381528.707480021,0.5050732964599504,3733500.892307692,4854400.132158347,0.7655938955406814
948,Stephen Piscotty,7333333.0,OAK,MLB,RF,4226860.259259259,6381528.707480021,0.48679131335717907,5627350.0625,7638664.517777581,0.22333523530581031
949,Jorge Soler,7300000.0,KC,MLB,DH,4226860.259259259,6381528.707480021,0.4815679567716435,10516766.666666666,10595222.345787115,-0.30360539511902934
950,Avisail Garcia,7250000.0,MIL,MLB,LF,4226860.259259259,6381528.707480021,0.47373284354220785,5451128.078947368,6462230.302616302,0.2783670399868509
951,Eduardo Escobar,7166666.0,ARI,MLB,3B,4226860.259259259,6381528.707480021,0.4606742170249721,5839399.038461538,8708222.599248322,0.1524153690849645
952,Kirby Yates,7062500.0,SD,MLB,RP,4226860.259259259,6381528.707480021,0.44435116893182425,2182896.6223776224,3301738.9365441166,1.4778889159328232
953,Kyle Schwarber,7010000.0,CHC,MLB,LF,4226860.259259259,6381528.707480021,0.4361243000409168,5451128.078947368,6462230.302616302,0.2412281593278262
954,Austin Martin,7000825.0,TOR,MLB,SS,4226860.259259259,6381528.707480021,0.43468655676331536,3733500.892307692,4854400.132158347,0.6730644402482745
955,Chris Martin,7000000.0,ATL,MLB,RP,4226860.259259259,6381528.707480021,0.4345572773950297,2182896.6223776224,3301738.9365441166,1.4589594968596673
956,Brad Hand,7000000.0,CLE,MLB,RP,4226860.259259259,6381528.707480021,0.4345572773950297,2182896.6223776224,3301738.9365441166,1.4589594968596673
957,David Peralta,7000000.0,ARI,MLB,LF,4226860.259259259,6381528.707480021,0.4345572773950297,5451128.078947368,6462230.302616302,0.23968070596703353
958,Homer Bailey,7000000.0,MIN,MLB,SP,4226860.259259259,6381528.707480021,0.4345572773950297,7016107.1734104045,8631382.118400812,-0.001866117522020766
959,Miguel Sano,7000000.0,MIN,MLB,1B,4226860.259259259,6381528.707480021,0.4345572773950297,6680480.630434782,8550701.470137293,0.03736762073627715
960,Jason Castro,6850000.0,LAA,MLB,C,4226860.259259259,6381528.707480021,0.41105193770672277,3088024.052631579,4349114.735536663,0.8649980918252801
963,Jose Ramirez,6650000.0,CLE,MLB,3B,4226860.259259259,6381528.707480021,0.37971148478898026,5839399.038461538,8708222.599248322,0.09308454765596272
964,Sean Doolittle,6500000.0,WSH,MLB,RP,4226860.259259259,6381528.707480021,0.35620614510067333,2182896.6223776224,3301738.9365441166,1.3075241442744192
965,Nick Ahmed,6375000.0,ARI,MLB,SS,4226860.259259259,6381528.707480021,0.33661836202708423,3733500.892307692,4854400.132158347,0.5441453188404255
966,Shane Greene,6250000.0,ATL,MLB,RP,4226860.259259259,6381528.707480021,0.3170305789534952,2182896.6223776224,3301738.9365441166,1.2318064679817955
967,Cesar Hernandez,6250000.0,CLE,MLB,2B,4226860.259259259,6381528.707480021,0.3170305789534952,3675117.7647058824,5495639.424775663,0.46853187341329744
968,Max Kepler,6250000.0,MIN,MLB,RF,4226860.259259259,6381528.707480021,0.3170305789534952,5627350.0625,7638664.517777581,0.08151293148833769
969,C.J. Cron,6100000.0,DET,MLB,1B,4226860.259259259,6381528.707480021,0.29352523926518825,6680480.630434782,8550701.470137293,-0.06788690173105318
970,Jonathan Schoop,6100000.0,DET,MLB,2B,4226860.259259259,6381528.707480021,0.29352523926518825,3675117.7647058824,5495639.424775663,0.44123750629674974
971,Yoenis Cespedes,6000000.0,NYM,MLB,CF,4226860.259259259,6381528.707480021,0.27785501280631697,4866994.173076923,6739957.656463509,0.16810281082946313
972,Starlin Castro,6000000.0,WSH,MLB,2B,4226860.259259259,6381528.707480021,0.27785501280631697,3675117.7647058824,5495639.424775663,0.4230412615523846
973,Kurt Suzuki,6000000.0,WSH,MLB,C,4226860.259259259,6381528.707480021,0.27785501280631697,3088024.052631579,4349114.735536663,0.6695560187397759
974,Drew Pomeranz,6000000.0,SD,MLB,RP,4226860.259259259,6381528.707480021,0.27785501280631697,2182896.6223776224,3301738.9365441166,1.1560887916891713
975,Madison Bumgarner,6000000.0,ARI,MLB,SP,4226860.259259259,6381528.707480021,0.27785501280631697,7016107.1734104045,8631382.118400812,-0.11772241797107051
976,Kole Calhoun,6000000.0,ARI,MLB,RF,4226860.259259259,6381528.707480021,0.27785501280631697,5627350.0625,7638664.517777581,0.04878469746023354
977,Shogo Akiyama,6000000.0,CIN,MLB,CF,4226860.259259259,6381528.707480021,0.27785501280631697,4866994.173076923,6739957.656463509,0.16810281082946313
978,Wade Miley,6000000.0,CIN,MLB,SP,4226860.259259259,6381528.707480021,0.27785501280631697,7016107.1734104045,8631382.118400812,-0.11772241797107051
979,Enrique Hernandez,5900000.0,LAD,MLB,CF,4226860.259259259,6381528.707480021,0.26218478634744574,4866994.173076923,6739957.656463509,0.15326592236561623
980,Anthony DeSclafani,5900000.0,CIN,MLB,SP,4226860.259259259,6381528.707480021,0.26218478634744574,7016107.1734104045,8631382.118400812,-0.12930804801597548
981,Felipe Vazquez,5750000.0,PIT,MLB,RP,4226860.259259259,6381528.707480021,0.23867944665913882,2182896.6223776224,3301738.9365441166,1.0803711153965474
982,Robinson Chirinos,5750000.0,TEX,MLB,C,4226860.259259259,6381528.707480021,0.23867944665913882,3088024.052631579,4349114.735536663,0.6120730560675687
984,Jurickson Profar,5700000.0,SD,MLB,2B,4226860.259259259,6381528.707480021,0.23084433342970317,3675117.7647058824,5495639.424775663,0.3684525273192892
985,Jon Gray,5600000.0,COL,MLB,SP,4226860.259259259,6381528.707480021,0.21517410697083192,7016107.1734104045,8631382.118400812,-0.16406493815069043
986,Chris Taylor,5600000.0,LAD,MLB,2B,4226860.259259259,6381528.707480021,0.21517410697083192,3675117.7647058824,5495639.424775663,0.350256282574924
987,Nomar Mazara,5560000.0,CHW,MLB,RF,4226860.259259259,6381528.707480021,0.2089060163872834,5627350.0625,7638664.517777581,-0.008816994429229764
988,Jake Lamb,5515000.0,ARI,MLB,1B,4226860.259259259,6381528.707480021,0.20185441448079133,6680480.630434782,8550701.470137293,-0.13630234133481786
989,Freddy Galvis,5500000.0,CIN,MLB,SS,4226860.259259259,6381528.707480021,0.19950388051196064,3733500.892307692,4854400.132158347,0.3638964773402173
990,Martin Perez,5500000.0,BOS,MLB,SP,4226860.259259259,6381528.707480021,0.19950388051196064,7016107.1734104045,8631382.118400812,-0.17565056819559538
991,Yusmeiro Petit,5500000.0,OAK,MLB,RP,4226860.259259259,6381528.707480021,0.19950388051196064,2182896.6223776224,3301738.9365441166,1.0046534391039235
992,Nick Gonzales,5432400.0,PIT,MLB,SS,4226860.259259259,6381528.707480021,0.18891080742576366,3733500.892307692,4854400.132158347,0.3499709668426012
993,James McCann,5400000.0,CHW,MLB,C,4226860.259259259,6381528.707480021,0.18383365405308938,3088024.052631579,4349114.735536663,0.5315969083264788
994,Matt Boyd,5300000.0,DET,MLB,SP,4226860.259259259,6381528.707480021,0.1681634275942181,7016107.1734104045,8631382.118400812,-0.19882182828540534
995,Liam Hendriks,5300000.0,OAK,MLB,RP,4226860.259259259,6381528.707480021,0.1681634275942181,2182896.6223776224,3301738.9365441166,0.9440792980698243
996,Steve Cishek,5250000.0,CHW,MLB,RP,4226860.259259259,6381528.707480021,0.16032831436478245,2182896.6223776224,3301738.9365441166,0.9289357628112994
997,Zach Davies,5250000.0,SD,MLB,SP,4226860.259259259,6381528.707480021,0.16032831436478245,7016107.1734104045,8631382.118400812,-0.20461464330785784
999,Corey Knebel,5125000.0,MIL,MLB,RP,4226860.259259259,6381528.707480021,0.14074053129119338,2182896.6223776224,3301738.9365441166,0.8910769246649874
1000,Edwin Diaz,5100000.0,NYM,MLB,RP,4226860.259259259,6381528.707480021,0.13682297467647556,2182896.6223776224,3301738.9365441166,0.8835051570357251
1002,Steven Matz,5000000.0,NYM,MLB,SP,4226860.259259259,6381528.707480021,0.12115274821760429,7016107.1734104045,8631382.118400812,-0.23357871842012026
1003,Justin Wilson,5000000.0,NYM,MLB,RP,4226860.259259259,6381528.707480021,0.12115274821760429,2182896.6223776224,3301738.9365441166,0.8532180865186755
1004,Adam Wainwright,5000000.0,STL,MLB,SP,4226860.259259259,6381528.707480021,0.12115274821760429,7016107.1734104045,8631382.118400812,-0.23357871842012026
1005,Daniel Hudson,5000000.0,WSH,MLB,RP,4226860.259259259,6381528.707480021,0.12115274821760429,2182896.6223776224,3301738.9365441166,0.8532180865186755
1006,Gary Sanchez,5000000.0,NYY,MLB,C,4226860.259259259,6381528.707480021,0.12115274821760429,3088024.052631579,4349114.735536663,0.4396241680509473
1007,Whit Merrifield,5000000.0,KC,MLB,CF,4226860.259259259,6381528.707480021,0.12115274821760429,4866994.173076923,6739957.656463509,0.019733926190994178
1008,Yoshitomo Tsutsugo,5000000.0,TB,MLB,DH,4226860.259259259,6381528.707480021,0.12115274821760429,10516766.666666666,10595222.345787115,-0.5206843694847281
1009,Brett Anderson,5000000.0,MIL,MLB,SP,4226860.259259259,6381528.707480021,0.12115274821760429,7016107.1734104045,8631382.118400812,-0.23357871842012026
1010,Dylan Bundy,5000000.0,LAA,MLB,SP,4226860.259259259,6381528.707480021,0.12115274821760429,7016107.1734104045,8631382.118400812,-0.23357871842012026
1011,German Marquez,4800000.0,COL,MLB,SP,4226860.259259259,6381528.707480021,0.08981229529986175,7016107.1734104045,8631382.118400812,-0.2567499785099302
1012,Josh Bell,4800000.0,PIT,MLB,1B,4226860.259259259,6381528.707480021,0.08981229529986175,6680480.630434782,8550701.470137293,-0.2199212119616414
1013,Mark Canha,4800000.0,OAK,MLB,LF,4226860.259259259,6381528.707480021,0.08981229529986175,5451128.078947368,6462230.302616302,-0.10075903340735969
1014,Miguel Rojas,4750000.0,MIA,MLB,SS,4226860.259259259,6381528.707480021,0.0819771820704261,3733500.892307692,4854400.132158347,0.20939747034003875
1015,Trey Mancini,4750000.0,BAL,MLB,RF,4226860.259259259,6381528.707480021,0.0819771820704261,5627350.0625,7638664.517777581,-0.11485647268028722
